,Date,Sales
105,2005-08-22 13:58:23.000,2.99
106,2005-08-23 07:43:00.000,1.99
107,2005-05-29 07:25:16.000,0.99
108,2005-05-31 11:15:43.000,6.99
109,2005-05-31 19:46:38.000,1.99
110,2005-06-15 22:03:14.000,3.99
111,2005-06-16 08:01:02.000,2.99
112,2005-06-17 15:56:53.000,4.99
113,2005-06-19 04:20:13.000,2.99
114,2005-06-20 18:38:22.000,4.99
115,2005-07-06 09:11:58.000,4.99
116,2005-07-08 20:04:43.000,2.99
117,2005-07-09 01:57:57.000,4.99
118,2005-07-09 07:13:52.000,5.99
119,2005-07-09 08:51:42.000,1.99
120,2005-07-10 11:09:35.000,0.99
121,2005-07-11 03:17:04.000,8.99
122,2005-07-12 11:27:35.000,3.99
123,2005-07-12 12:16:28.000,4.99
124,2005-07-27 12:37:28.000,0.99
125,2005-07-28 01:50:29.000,0.99
126,2005-07-28 08:43:39.000,3.99
127,2005-07-29 01:11:23.000,2.99
128,2005-07-30 04:14:28.000,1.99
129,2005-07-30 23:52:30.000,4.99
130,2005-07-31 14:00:53.000,3.99
131,2005-08-01 14:48:45.000,4.99
132,2005-08-01 15:27:10.000,0.99
133,2005-08-02 04:56:45.000,4.99
134,2005-08-02 10:50:06.000,4.99
135,2005-08-17 16:28:53.000,3.99
136,2005-08-18 00:10:04.000,9.99
137,2005-08-19 00:24:08.000,2.99
138,2005-08-19 09:45:41.000,1.99
139,2005-08-20 15:16:18.000,0.99
140,2005-08-20 22:13:59.000,6.99
141,2005-08-21 11:31:11.000,6.99
142,2005-08-21 14:02:50.000,2.99
143,2005-08-22 17:37:02.000,0.99
144,2006-02-14 15:16:03.000,0.99
145,2005-05-25 08:43:32.000,4.99
146,2005-05-28 11:09:14.000,2.99
147,2005-05-30 11:25:01.000,0.99
148,2005-06-16 03:41:38.000,3.99
149,2005-06-16 23:44:13.000,2.99
150,2005-06-17 09:19:45.000,0.99
151,2005-06-18 12:03:23.000,0.99
152,2005-07-06 23:14:21.000,0.99
153,2005-07-07 14:53:24.000,2.99
154,2005-07-10 03:03:35.000,0.99
155,2005-07-11 12:39:01.000,5.99
156,2005-07-11 15:01:54.000,7.99
157,2005-07-12 12:18:38.000,0.99
158,2005-07-27 05:03:44.000,2.99
159,2005-07-27 06:38:25.000,2.99
160,2005-07-28 18:47:23.000,0.99
161,2005-08-01 03:13:39.000,2.99
162,2005-08-02 05:36:38.000,2.99
163,2005-08-02 18:55:15.000,3.99
164,2005-08-17 02:29:41.000,6.99
165,2005-08-17 08:12:20.000,0.99
166,2005-08-17 13:39:32.000,0.99
167,2005-08-18 04:05:29.000,2.99
168,2005-08-20 00:18:25.000,6.99
169,2005-08-21 08:22:56.000,7.99
170,2005-08-21 09:49:28.000,4.99
171,2005-08-23 02:51:24.000,5.99
172,2005-08-23 06:41:32.000,0.99
173,2005-05-25 06:04:08.000,5.99
174,2005-05-25 19:30:46.000,0.99
175,2005-05-29 09:27:00.000,2.99
176,2005-05-30 21:07:15.000,4.99
177,2005-05-31 08:44:29.000,5.99
178,2005-06-16 21:06:00.000,0.99
179,2005-06-18 05:03:36.000,2.99
180,2005-06-19 14:00:26.000,0.99
181,2005-06-20 01:50:56.000,4.99
182,2005-06-20 10:11:53.000,0.99
183,2005-07-06 07:09:17.000,5.99
184,2005-07-07 13:22:20.000,2.99
185,2005-07-08 16:16:04.000,5.99
186,2005-07-08 18:47:38.000,4.99
187,2005-07-09 21:52:05.000,8.99
188,2005-07-10 21:35:12.000,7.99
189,2005-07-11 10:36:28.000,1.99
190,2005-07-11 17:30:58.000,2.99
191,2005-07-12 15:17:42.000,3.99
192,2005-07-29 07:02:55.000,5.99
193,2005-07-31 04:30:03.000,7.99
194,2005-08-01 04:57:04.000,6.99
195,2005-08-01 08:19:53.000,5.99
196,2005-08-01 11:39:26.000,4.99
197,2005-08-01 15:52:00.000,4.99
198,2005-08-02 04:40:54.000,3.99
199,2005-08-17 00:51:32.000,7.99
200,2005-08-18 07:57:14.000,8.99
201,2005-08-18 21:55:01.000,2.99
202,2005-08-19 21:23:31.000,2.99
203,2005-08-20 01:06:04.000,2.99
204,2005-08-20 05:53:31.000,0.99
205,2005-08-21 04:49:48.000,5.99
206,2005-05-30 03:43:54.000,6.99
207,2005-06-15 09:59:16.000,2.99
208,2005-06-17 18:21:35.000,5.99
209,2005-06-20 17:57:47.000,4.99
210,2005-07-05 23:01:21.000,5.99
211,2005-07-07 00:09:02.000,0.99
212,2005-07-07 10:02:03.000,2.99
213,2005-07-07 21:47:29.000,3.99
214,2005-07-08 02:17:12.000,3.99
215,2005-07-09 15:40:46.000,2.99
216,2005-07-09 17:13:23.000,2.99
217,2005-07-11 21:39:46.000,4.99
218,2005-07-12 10:43:53.000,0.99
219,2005-07-29 21:42:49.000,1.99
220,2005-07-31 04:54:43.000,2.99
221,2005-07-31 22:08:29.000,0.99
222,2005-08-01 13:05:35.000,2.99
223,2005-08-02 13:04:12.000,9.99
224,2005-08-02 14:42:45.000,2.99
225,2005-08-18 17:16:01.000,2.99
226,2005-08-21 01:07:11.000,0.99
227,2005-08-22 22:09:09.000,7.99
228,2005-08-23 13:05:10.000,2.99
229,2005-08-23 14:31:19.000,4.99
230,2005-05-27 05:01:28.000,4.99
231,2005-05-30 05:48:59.000,0.99
232,2005-05-31 10:13:34.000,4.99
233,2005-06-20 19:59:28.000,7.99
234,2005-06-21 04:08:43.000,4.99
235,2005-07-07 23:37:00.000,2.99
236,2005-07-08 13:59:38.000,0.99
237,2005-07-08 16:35:44.000,1.99
238,2005-07-10 07:45:40.000,2.99
239,2005-07-11 02:08:29.000,4.99
240,2005-07-11 10:17:29.000,5.99
241,2005-07-28 00:15:26.000,0.99
242,2005-07-28 07:51:56.000,2.99
243,2005-07-30 06:34:07.000,4.99
244,2005-08-01 09:11:25.000,0.99
245,2005-08-01 09:14:00.000,4.99
246,2005-08-02 19:00:52.000,5.99
247,2005-08-17 01:11:53.000,0.99
248,2005-08-18 03:08:10.000,2.99
249,2005-08-18 05:58:40.000,2.99
250,2005-08-18 18:48:58.000,4.99
251,2005-08-21 13:53:59.000,7.99
252,2006-02-14 15:16:03.000,4.99
253,2005-05-31 19:36:30.000,4.99
254,2005-06-16 20:21:53.000,4.99
255,2005-06-17 11:11:14.000,4.99
256,2005-06-18 03:26:23.000,3.99
257,2005-06-19 20:01:59.000,0.99
258,2005-06-20 00:00:55.000,0.99
259,2005-07-06 14:13:45.000,3.99
260,2005-07-07 03:06:40.000,4.99
261,2005-07-07 14:14:13.000,1.99
262,2005-07-09 03:12:52.000,7.99
263,2005-07-09 04:53:18.000,2.99
264,2005-07-09 21:58:57.000,0.99
265,2005-07-10 20:41:09.000,2.99
266,2005-07-28 05:21:42.000,2.99
267,2005-07-28 15:10:55.000,6.99
268,2005-07-28 22:34:12.000,4.99
269,2005-07-31 15:27:07.000,4.99
270,2005-08-01 17:09:59.000,8.99
271,2005-08-02 14:55:00.000,2.99
272,2005-08-02 19:13:39.000,0.99
273,2005-08-17 20:11:35.000,2.99
274,2005-08-18 09:19:12.000,2.99
275,2005-08-19 19:23:30.000,4.99
276,2005-08-20 16:43:28.000,2.99
277,2005-08-22 21:59:29.000,5.99
278,2005-05-30 22:59:12.000,6.99
279,2005-06-15 20:53:07.000,6.99
280,2005-06-17 07:26:45.000,7.99
281,2005-06-20 23:49:12.000,0.99
282,2005-07-08 07:19:11.000,2.99
283,2005-07-08 22:43:05.000,4.99
284,2005-07-10 16:44:58.000,5.99
285,2005-07-11 09:09:59.000,6.99
286,2005-07-27 13:13:32.000,4.99
287,2005-07-28 15:32:07.000,4.99
288,2005-07-28 18:43:11.000,2.99
289,2005-07-29 07:38:14.000,1.99
290,2005-07-29 17:33:45.000,0.99
291,2005-07-30 03:17:13.000,9.99
292,2005-07-30 16:08:21.000,6.99
293,2005-08-01 22:41:16.000,4.99
294,2005-08-02 10:14:58.000,6.99
295,2005-08-16 23:06:30.000,0.99
296,2005-08-17 19:32:44.000,5.99
297,2005-08-20 05:07:27.000,0.99
298,2005-08-20 12:17:27.000,4.99
299,2005-08-22 12:42:47.000,0.99
300,2005-08-22 17:46:41.000,2.99
301,2006-02-14 15:16:03.000,0.99
302,2005-05-30 23:08:03.000,4.99
303,2005-05-31 11:10:17.000,4.99
304,2005-06-16 17:02:55.000,5.99
305,2005-06-18 18:11:51.000,5.99
306,2005-06-18 23:07:12.000,5.99
307,2005-06-19 08:11:51.000,4.99
308,2005-06-20 19:33:52.000,2.99
309,2005-06-21 16:31:27.000,0.99
310,2005-07-06 17:57:54.000,3.99
311,2005-07-09 05:00:39.000,0.99
312,2005-07-09 05:06:24.000,0.99
313,2005-07-09 07:02:19.000,0.99
314,2005-07-09 13:20:25.000,3.99
315,2005-07-12 15:55:39.000,2.99
316,2005-07-27 01:44:03.000,0.99
317,2005-07-27 11:50:47.000,0.99
318,2005-07-30 04:34:51.000,0.99
319,2005-07-30 11:26:28.000,4.99
320,2005-07-30 13:49:43.000,5.99
321,2005-07-31 04:42:46.000,5.99
322,2005-07-31 07:45:33.000,5.99
323,2005-08-01 06:50:26.000,10.99
324,2005-08-16 22:52:30.000,0.99
325,2005-08-18 16:58:48.000,4.99
326,2005-08-20 02:37:07.000,0.99
327,2005-08-20 15:58:28.000,2.99
328,2005-08-21 05:19:39.000,4.99
329,2005-08-23 20:28:44.000,0.99
330,2005-06-17 06:54:42.000,2.99
331,2005-06-18 02:24:01.000,4.99
332,2005-06-20 06:26:57.000,2.99
333,2005-06-20 12:45:33.000,8.99
334,2005-07-06 21:39:24.000,2.99
335,2005-07-11 07:43:08.000,8.99
336,2005-07-12 05:45:47.000,2.99
337,2005-07-12 20:13:45.000,0.99
338,2005-07-12 21:30:41.000,2.99
339,2005-07-28 11:49:53.000,2.99
340,2005-07-29 01:38:53.000,2.99
341,2005-07-29 22:37:41.000,11.99
342,2005-07-30 14:38:22.000,9.99
343,2005-07-30 21:29:41.000,0.99
344,2005-07-31 06:12:08.000,0.99
345,2005-07-31 08:58:40.000,7.99
346,2005-07-31 17:48:51.000,4.99
347,2005-08-02 14:58:41.000,4.99
348,2005-08-02 16:05:17.000,0.99
349,2005-08-17 09:44:59.000,5.99
350,2005-08-19 04:31:36.000,7.99
351,2005-08-19 10:49:03.000,4.99
352,2005-08-19 15:25:48.000,0.99
353,2005-08-20 00:33:19.000,0.99
354,2005-08-21 05:44:07.000,9.99
355,2005-08-21 15:44:23.000,7.99
356,2005-08-22 20:51:24.000,4.99
357,2005-05-26 00:37:28.000,0.99
358,2005-05-27 04:34:41.000,9.99
359,2005-05-28 04:25:33.000,5.99
360,2005-05-28 22:04:30.000,2.99
361,2005-05-29 20:24:28.000,0.99
362,2005-06-15 13:32:15.000,4.99
363,2005-07-06 10:21:49.000,2.99
364,2005-07-08 23:00:07.000,0.99
365,2005-07-09 06:37:07.000,0.99
366,2005-07-09 16:10:25.000,7.99
367,2005-07-09 19:14:32.000,4.99
368,2005-07-10 03:29:48.000,7.99
369,2005-07-28 16:23:01.000,6.99
370,2005-07-28 16:45:11.000,0.99
371,2005-07-29 11:11:33.000,3.99
372,2005-07-29 22:46:08.000,4.99
373,2005-07-30 21:36:15.000,4.99
374,2005-07-31 03:21:16.000,2.99
375,2005-08-01 05:23:00.000,2.99
376,2005-08-01 11:55:33.000,6.99
377,2005-08-02 22:18:24.000,4.99
378,2005-08-17 00:27:23.000,3.99
379,2005-08-18 19:16:47.000,2.99
380,2005-08-20 11:20:12.000,4.99
381,2005-08-22 08:43:50.000,6.99
382,2005-08-22 22:08:11.000,0.99
383,2005-08-23 22:25:26.000,0.99
384,2006-02-14 15:16:03.000,4.99
385,2005-06-18 21:26:56.000,2.99
386,2005-06-20 05:15:37.000,5.99
387,2005-06-20 22:52:18.000,0.99
388,2005-07-06 02:29:21.000,7.99
389,2005-07-07 07:26:19.000,5.99
390,2005-07-10 11:02:03.000,2.99
391,2005-07-11 00:14:19.000,2.99
392,2005-07-27 05:15:37.000,4.99
393,2005-07-28 22:50:50.000,0.99
394,2005-07-29 13:36:01.000,6.99
395,2005-07-30 02:13:31.000,4.99
396,2005-07-31 17:22:35.000,2.99
397,2005-08-02 08:44:18.000,2.99
398,2005-08-02 09:29:11.000,2.99
399,2005-08-02 15:48:08.000,2.99
400,2005-08-02 17:09:24.000,2.99
401,2005-08-17 16:20:37.000,7.99
402,2005-08-18 04:39:10.000,2.99
403,2005-08-18 14:46:26.000,2.99
404,2005-08-18 18:00:23.000,2.99
405,2005-08-19 20:18:36.000,8.99
406,2005-08-19 22:03:46.000,5.99
407,2005-08-20 02:00:33.000,5.99
408,2005-08-20 03:41:41.000,4.99
409,2005-08-20 08:34:41.000,3.99
410,2005-08-21 16:31:22.000,0.99
411,2005-08-21 23:53:35.000,4.99
412,2005-08-22 03:23:41.000,8.99
413,2005-08-22 15:36:04.000,0.99
414,2005-08-23 17:12:31.000,4.99
415,2006-02-14 15:16:03.000,3.98
416,2006-02-14 15:16:03.000,0.0
417,2005-05-27 03:07:10.000,3.99
418,2005-05-28 13:33:23.000,2.99
419,2005-05-30 07:10:00.000,0.99
420,2005-05-31 02:53:36.000,2.99
421,2005-06-17 07:04:57.000,6.99
422,2005-06-17 07:50:53.000,7.99
423,2005-06-18 04:56:12.000,1.99
424,2005-06-20 07:10:09.000,7.99
425,2005-06-21 11:16:42.000,0.99
426,2005-07-06 02:23:39.000,0.99
427,2005-07-07 12:11:22.000,2.99
428,2005-07-07 14:24:44.000,3.99
429,2005-07-08 02:45:19.000,4.99
430,2005-07-11 06:40:31.000,4.99
431,2005-07-27 19:39:38.000,0.99
432,2005-07-27 22:03:41.000,2.99
433,2005-07-29 07:45:00.000,5.99
434,2005-07-30 11:12:03.000,0.99
435,2005-07-31 03:54:05.000,5.99
436,2005-08-01 17:53:02.000,2.99
437,2005-08-01 19:15:08.000,2.99
438,2005-08-02 15:50:44.000,0.99
439,2005-08-17 22:53:00.000,2.99
440,2005-08-18 07:41:43.000,4.99
441,2005-08-18 15:39:46.000,7.99
442,2005-08-19 13:08:23.000,4.99
443,2005-08-19 22:01:42.000,4.99
444,2005-08-20 01:10:27.000,6.99
445,2005-08-21 14:45:34.000,8.99
446,2005-05-26 19:44:54.000,2.99
447,2005-05-28 11:19:53.000,2.99
448,2005-05-30 06:41:32.000,4.99
449,2005-06-18 00:17:58.000,5.99
450,2005-06-19 12:29:08.000,8.99
451,2005-06-21 05:06:30.000,5.99
452,2005-07-10 10:46:57.000,3.99
453,2005-07-10 19:25:21.000,3.99
454,2005-07-12 20:52:41.000,1.99
455,2005-07-28 17:45:58.000,8.99
456,2005-07-28 23:37:33.000,2.99
457,2005-07-30 08:30:56.000,8.99
458,2005-07-30 10:11:52.000,2.99
459,2005-07-30 19:23:44.000,8.99
460,2005-07-30 23:43:32.000,0.99
461,2005-08-17 18:26:22.000,4.99
462,2005-08-20 10:24:41.000,2.99
463,2005-08-20 21:43:44.000,2.99
464,2005-08-21 08:15:41.000,2.99
465,2005-08-21 08:42:26.000,2.99
466,2005-08-23 12:41:38.000,5.99
467,2005-05-25 06:44:53.000,2.99
468,2005-05-25 19:27:51.000,4.99
469,2005-05-29 01:32:10.000,4.99
470,2005-06-15 19:30:18.000,5.99
471,2005-06-16 19:23:23.000,4.99
472,2005-06-17 19:52:42.000,5.99
473,2005-06-20 09:02:51.000,8.99
474,2005-07-08 10:15:38.000,3.99
475,2005-07-08 12:46:30.000,3.99
476,2005-07-08 21:44:39.000,3.99
477,2005-07-11 08:15:08.000,2.99
478,2005-07-12 19:20:45.000,0.99
479,2005-07-28 19:27:37.000,2.99
480,2005-07-29 11:18:01.000,4.99
481,2005-07-30 06:18:38.000,4.99
482,2005-07-30 09:13:21.000,4.99
483,2005-08-01 17:32:53.000,4.99
484,2005-08-01 19:05:18.000,1.99
485,2005-08-02 08:03:02.000,4.99
486,2005-08-02 20:22:45.000,4.99
487,2005-08-18 06:51:39.000,0.99
488,2005-08-20 01:29:29.000,0.99
489,2005-05-25 01:10:47.000,0.99
490,2005-05-25 18:43:49.000,9.99
491,2005-05-26 04:26:06.000,6.99
492,2005-05-27 03:22:30.000,2.99
493,2005-05-28 13:11:04.000,2.99
494,2005-05-29 01:59:10.000,2.99
495,2005-06-19 10:42:59.000,2.99
496,2005-06-19 22:55:37.000,2.99
497,2005-06-21 17:38:02.000,2.99
498,2005-07-06 02:24:55.000,4.99
499,2005-07-12 02:57:02.000,4.99
500,2005-07-30 11:06:23.000,5.99
501,2005-07-30 14:29:29.000,0.99
502,2005-07-31 20:01:06.000,9.99
503,2005-07-31 23:40:35.000,7.99
504,2005-08-16 23:27:36.000,8.99
505,2005-08-17 14:10:22.000,5.99
506,2005-08-18 02:31:18.000,9.99
507,2005-08-18 07:40:52.000,2.99
508,2005-08-20 09:53:44.000,8.99
509,2005-08-20 12:46:32.000,8.99
510,2005-08-21 00:33:03.000,4.99
511,2005-08-22 09:57:16.000,2.99
512,2005-08-23 03:46:47.000,0.99
513,2005-05-26 07:27:36.000,2.99
514,2005-05-28 00:54:39.000,6.99
515,2005-05-28 07:16:25.000,1.99
516,2005-06-16 02:33:53.000,0.99
517,2005-06-17 21:16:41.000,3.99
518,2005-06-18 11:46:26.000,4.99
519,2005-06-21 11:21:38.000,4.99
520,2005-07-07 00:48:25.000,3.99
521,2005-07-07 21:39:45.000,2.99
522,2005-07-10 11:03:20.000,2.99
523,2005-07-11 15:10:18.000,2.99
524,2005-07-11 15:53:00.000,6.99
525,2005-07-27 09:31:44.000,4.99
526,2005-07-28 10:06:10.000,5.99
527,2005-07-28 19:45:19.000,2.99
528,2005-07-30 07:55:14.000,4.99
529,2005-07-30 22:53:52.000,3.99
530,2005-08-01 03:33:19.000,4.99
531,2005-08-01 14:59:50.000,7.99
532,2005-08-02 03:30:24.000,1.99
533,2005-08-17 12:27:55.000,0.99
534,2005-08-18 01:28:15.000,0.99
535,2005-08-19 08:48:37.000,4.99
536,2005-08-19 12:26:32.000,4.99
537,2005-08-19 19:25:42.000,2.99
538,2005-08-21 18:03:20.000,2.99
539,2005-08-22 10:19:58.000,6.99
540,2005-08-22 14:37:22.000,1.99
541,2005-08-22 17:53:06.000,0.99
542,2005-08-23 01:10:42.000,2.99
543,2005-05-26 15:42:20.000,3.99
544,2005-05-27 20:11:47.000,3.99
545,2005-05-28 10:15:04.000,0.99
546,2005-06-18 04:08:50.000,7.99
547,2005-06-18 06:13:41.000,4.99
548,2005-06-18 15:37:55.000,2.99
549,2005-06-19 21:14:33.000,4.99
550,2005-06-21 01:04:35.000,10.99
551,2005-07-09 06:42:32.000,4.99
552,2005-07-10 13:27:40.000,3.99
553,2005-07-10 23:43:23.000,2.99
554,2005-07-26 23:28:13.000,1.99
555,2005-07-28 14:56:54.000,0.99
556,2005-07-28 22:56:11.000,6.99
557,2005-07-29 23:49:23.000,2.99
558,2005-07-30 10:45:12.000,0.99
559,2005-07-31 07:29:25.000,5.99
560,2005-08-01 13:23:06.000,4.99
561,2005-08-01 19:28:47.000,0.99
562,2005-08-02 07:10:57.000,0.99
563,2005-08-17 17:53:09.000,0.99
564,2005-08-17 23:34:16.000,2.99
565,2005-08-18 19:07:23.000,4.99
566,2005-08-18 23:34:22.000,6.99
567,2005-08-19 21:37:57.000,2.99
568,2005-08-19 22:09:28.000,4.99
569,2005-08-19 22:43:38.000,4.99
570,2005-08-20 00:50:54.000,8.99
571,2005-08-20 09:26:14.000,9.99
572,2005-08-20 10:48:43.000,4.99
573,2005-08-20 23:24:07.000,8.99
574,2005-08-21 02:51:59.000,2.99
575,2005-08-21 12:10:41.000,2.99
576,2005-08-22 03:20:26.000,4.99
577,2006-02-14 15:16:03.000,2.99
578,2005-05-27 07:49:43.000,4.99
579,2005-05-28 08:31:36.000,4.99
580,2005-05-29 21:07:22.000,8.99
581,2005-06-21 17:18:01.000,2.99
582,2005-07-07 12:00:52.000,2.99
583,2005-07-09 15:23:42.000,6.99
584,2005-07-10 15:48:19.000,2.99
585,2005-07-27 04:42:08.000,4.99
586,2005-07-28 04:02:58.000,7.99
587,2005-07-30 20:38:05.000,0.99
588,2005-07-31 03:01:11.000,4.99
589,2005-08-17 19:54:54.000,5.99
590,2005-08-17 23:22:46.000,2.99
591,2005-08-19 00:42:24.000,0.99
592,2005-08-19 09:43:25.000,9.99
593,2005-08-20 22:18:53.000,2.99
594,2005-08-21 16:24:43.000,6.99
595,2005-08-22 13:18:25.000,7.99
596,2005-08-23 06:03:31.000,6.99
597,2005-08-23 08:48:43.000,4.99
598,2005-08-23 14:06:19.000,4.99
599,2006-02-14 15:16:03.000,4.99
600,2005-05-25 21:20:03.000,8.99
601,2005-05-28 20:15:30.000,2.99
602,2005-05-31 12:03:44.000,0.99
603,2005-06-19 16:44:35.000,1.99
604,2005-06-19 20:50:01.000,0.99
605,2005-06-20 10:48:56.000,5.99
606,2005-06-20 13:19:58.000,4.99
607,2005-06-21 21:49:18.000,2.99
608,2005-07-06 11:43:44.000,3.99
609,2005-07-06 13:53:41.000,2.99
610,2005-07-08 18:43:18.000,2.99
611,2005-07-11 12:43:07.000,2.99
612,2005-07-11 14:20:18.000,2.99
613,2005-07-12 22:30:15.000,5.99
614,2005-07-27 07:18:46.000,7.99
615,2005-07-28 15:33:03.000,2.99
616,2005-07-29 17:41:14.000,0.99
617,2005-07-30 12:55:36.000,5.99
618,2005-07-30 14:26:46.000,9.99
619,2005-07-31 08:25:03.000,3.99
620,2005-07-31 21:50:24.000,6.99
621,2005-08-02 01:29:57.000,2.99
622,2005-08-16 23:04:53.000,2.99
623,2005-08-19 18:31:50.000,2.99
624,2005-08-19 20:00:25.000,4.99
625,2005-08-19 23:25:37.000,6.99
626,2005-08-20 02:21:40.000,0.99
627,2005-08-20 04:12:41.000,0.99
628,2005-08-21 13:42:45.000,2.99
629,2006-02-14 15:16:03.000,2.99
630,2005-05-31 01:02:28.000,6.99
631,2005-05-31 10:22:54.000,2.99
632,2005-06-16 14:39:31.000,2.99
633,2005-06-17 16:27:51.000,2.99
634,2005-06-17 20:16:12.000,4.99
635,2005-06-18 19:28:02.000,5.99
636,2005-06-20 07:33:09.000,7.99
637,2005-07-06 07:32:42.000,7.99
638,2005-07-07 20:29:08.000,2.99
639,2005-07-09 16:00:34.000,0.99
640,2005-07-10 07:09:21.000,0.99
641,2005-07-12 19:46:29.000,4.99
642,2005-07-27 11:22:17.000,1.99
643,2005-07-30 03:15:37.000,4.99
644,2005-07-31 08:31:18.000,0.99
645,2005-07-31 15:08:47.000,0.99
646,2005-08-01 10:38:27.000,2.99
647,2005-08-02 12:09:45.000,2.99
648,2005-08-17 00:57:36.000,2.99
649,2005-08-18 00:53:37.000,8.99
650,2005-08-18 22:22:45.000,2.99
651,2005-08-19 07:34:53.000,1.99
652,2005-08-19 09:40:53.000,4.99
653,2005-08-19 16:45:59.000,0.99
654,2005-08-22 21:28:59.000,4.99
655,2005-05-25 14:31:25.000,7.99
656,2005-05-31 04:50:07.000,2.99
657,2005-06-15 12:17:34.000,4.99
658,2005-06-15 14:09:55.000,2.99
659,2005-06-16 17:13:23.000,6.99
660,2005-06-19 08:23:11.000,8.99
661,2005-06-20 02:41:28.000,4.99
662,2005-06-21 20:53:31.000,4.99
663,2005-07-07 15:26:31.000,2.99
664,2005-07-07 17:50:27.000,0.99
